Name,Image,National Number,Type,Species,Height,Weight,Abilities,Local Number,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Min HP,Max HP,Attack,Min Attack,Max Attack,Defense,Min Defense,Max Defense,Sp. Atk,Min Sp. Atk,Max Sp. Atk,Sp. Def,Min Sp. Def,Max Sp. Def,Speed,Min Speed,Max Speed,Total,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
Dusk Mane Necrozma,https://img.pokemondb.net/artwork/necrozma-dusk-mane.jpg,0800,Psychic,Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),1. Prism Armor,0300 (Sun/Moon — Alola dex)0400 (U.Sun/U.Moon — Alola dex),"1 Attack, 2 Sp. Atk","255 (33.3% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,107,197,344,101,186,331,127,233,388,89,164,304,79,146,282,600,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Dawn Wings Necrozma,https://img.pokemondb.net/artwork/necrozma-dawn-wings.jpg,0800,Psychic,Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),1. Prism Armor,0300 (Sun/Moon — Alola dex)0400 (U.Sun/U.Moon — Alola dex),"1 Attack, 2 Sp. Atk","255 (33.3% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,107,197,344,101,186,331,127,233,388,89,164,304,79,146,282,600,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Ultra Necrozma,https://img.pokemondb.net/artwork/necrozma-ultra.jpg,0800,Psychic,Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),1. Prism Armor,0300 (Sun/Moon — Alola dex)0400 (U.Sun/U.Moon — Alola dex),"1 Attack, 2 Sp. Atk","255 (33.3% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,107,197,344,101,186,331,127,233,388,89,164,304,79,146,282,600,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Magearna,https://img.pokemondb.net/artwork/magearna.jpg,0801,Steel Fairy,Artificial Pokémon,1.0 m (3′03″),80.5 kg (177.5 lbs),1. Soul-Heart,0301 (Sun/Moon — Alola dex)0401 (U.Sun/U.Moon — Alola dex),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",80,270,364,95,175,317,115,211,361,130,238,394,115,211,361,65,121,251,600,50,200,100,100,50,50,100,0,200,50,50,25,50,100,0,50,100,50
Marshadow,https://img.pokemondb.net/artwork/marshadow.jpg,0802,Fighting Ghost,Gloomdweller Pokémon,0.7 m (2′04″),22.2 kg (48.9 lbs),1. Technician,0302 (Sun/Moon — Alola dex)0402 (U.Sun/U.Moon — Alola dex),"2 Attack, 1 Speed","3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,125,229,383,80,148,284,90,166,306,90,166,306,125,229,383,600,0,100,100,100,100,100,0,50,100,200,200,25,50,200,100,100,100,200
Poipole,https://img.pokemondb.net/artwork/poipole.jpg,0803,Poison,Poison Pin Pokémon,0.6 m (2′00″),1.8 kg (4.0 lbs),1. Beast Boost,0261 (U.Sun/U.Moon — Alola dex),1 Speed,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),189,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",67,244,338,73,135,269,67,125,256,73,135,269,67,125,256,73,135,269,420,100,100,100,100,50,100,50,50,200,100,200,50,100,100,100,100,100,50
Naganadel,https://img.pokemondb.net/artwork/naganadel.jpg,0804,Poison Dragon,Poison Pin Pokémon,3.6 m (11′10″),150.0 kg (330.7 lbs),1. Beast Boost,0262 (U.Sun/U.Moon — Alola dex),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),243,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",73,256,350,73,135,269,73,135,269,127,233,388,73,135,269,121,222,375,540,100,50,50,50,25,200,50,50,200,100,200,50,100,100,200,100,100,100
Stakataka,https://img.pokemondb.net/artwork/stakataka.jpg,0805,Rock Steel,Rampart Pokémon,5.5 m (18′01″),820.0 kg (1807.8 lbs),1. Beast Boost,0391 (U.Sun/U.Moon — Alola dex),3 Defense,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",61,232,326,131,240,397,211,384,573,53,99,225,101,186,331,13,27,137,570,25,100,200,100,100,50,400,0,400,25,50,50,50,100,50,100,100,50
Blacephalon,https://img.pokemondb.net/artwork/blacephalon.jpg,0806,Fire Ghost,Fireworks Pokémon,1.8 m (5′11″),13.0 kg (28.7 lbs),1. Beast Boost,0392 (U.Sun/U.Moon — Alola dex),3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",53,216,310,127,233,388,53,99,225,151,276,441,79,146,282,107,197,344,570,0,50,200,100,50,50,0,50,200,100,100,25,200,200,100,200,50,50
Zeraora,https://img.pokemondb.net/artwork/zeraora.jpg,0807,Electric,Thunderclap Pokémon,1.5 m (4′11″),44.5 kg (98.1 lbs),1. Volt Absorb,0403 (U.Sun/U.Moon — Alola dex),3 Speed,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",88,286,380,112,206,355,75,139,273,102,188,333,80,148,284,143,261,423,600,100,100,100,0,100,100,100,100,200,50,100,100,100,100,100,100,50,100
Meltan,https://img.pokemondb.net/artwork/meltan.jpg,0808,Steel,Hex Nut Pokémon,0.2 m (0′08″),8.0 kg (17.6 lbs),1. Magnet Pull,0152 (Let's Go Pikachu/Let's Go Eevee),1 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),150,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",46,202,296,65,121,251,65,121,251,55,103,229,35,67,185,34,65,183,300,50,200,100,100,50,50,200,0,200,50,50,50,50,100,50,100,50,50
Melmetal,https://img.pokemondb.net/artwork/melmetal.jpg,0809,Steel,Hex Nut Pokémon,2.5 m (8′02″),800.0 kg (1763.7 lbs),1. Iron Fist,0153 (Let's Go Pikachu/Let's Go Eevee),3 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",135,380,474,143,261,423,143,261,423,80,148,284,65,121,251,34,65,183,600,50,200,100,100,50,50,200,0,200,50,50,50,50,100,50,100,50,50
Grookey,https://img.pokemondb.net/artwork/grookey.jpg,0810,Grass,Chimp Pokémon,0.3 m (1′00″),5.0 kg (11.0 lbs),1. OvergrowGrassy Surge (hidden ability),0001 (Sword/Shield),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,50,94,218,40,76,196,40,76,196,65,121,251,310,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Thwackey,https://img.pokemondb.net/artwork/thwackey.jpg,0811,Grass,Beat Pokémon,0.7 m (2′04″),14.0 kg (30.9 lbs),1. OvergrowGrassy Surge (hidden ability),0002 (Sword/Shield),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,70,130,262,55,103,229,60,112,240,80,148,284,420,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Rillaboom,https://img.pokemondb.net/artwork/rillaboom.jpg,0812,Grass,Drummer Pokémon,2.1 m (6′11″),90.0 kg (198.4 lbs),1. OvergrowGrassy Surge (hidden ability),0003 (Sword/Shield),3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",100,310,404,125,229,383,90,166,306,60,112,240,70,130,262,85,157,295,530,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Scorbunny,https://img.pokemondb.net/artwork/scorbunny.jpg,0813,Fire,Rabbit Pokémon,0.3 m (1′00″),4.5 kg (9.9 lbs),1. BlazeLibero (hidden ability),0004 (Sword/Shield),1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,71,132,265,40,76,196,40,76,196,40,76,196,69,128,260,310,100,50,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Raboot,https://img.pokemondb.net/artwork/raboot.jpg,0814,Fire,Rabbit Pokémon,0.6 m (2′00″),9.0 kg (19.8 lbs),1. BlazeLibero (hidden ability),0005 (Sword/Shield),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",65,240,334,86,159,298,60,112,240,55,103,229,60,112,240,94,173,315,420,100,50,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Cinderace,https://img.pokemondb.net/artwork/cinderace.jpg,0815,Fire,Striker Pokémon,1.4 m (4′07″),33.0 kg (72.8 lbs),1. BlazeLibero (hidden ability),0006 (Sword/Shield),3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,116,213,364,75,139,273,65,121,251,75,139,273,119,218,370,530,100,50,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Sobble,https://img.pokemondb.net/artwork/sobble.jpg,0816,Water,Water Lizard Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),1. TorrentSniper (hidden ability),0007 (Sword/Shield),"1 Sp. Def, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,40,76,196,40,76,196,70,130,262,40,76,196,70,130,262,310,100,50,50,200,200,50,100,100,100,100,100,100,100,100,100,100,50,100
Drizzile,https://img.pokemondb.net/artwork/drizzile.jpg,0817,Water,Water lizard Pokémon,0.7 m (2′04″),11.5 kg (25.4 lbs),1. TorrentSniper (hidden ability),0008 (Sword/Shield),2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",65,240,334,60,112,240,55,103,229,95,175,317,55,103,229,90,166,306,420,100,50,50,200,200,50,100,100,100,100,100,100,100,100,100,100,50,100
Inteleon,https://img.pokemondb.net/artwork/inteleon.jpg,0818,Water,Secret Agent Pokémon,1.9 m (6′03″),45.2 kg (99.6 lbs),1. TorrentSniper (hidden ability),0009 (Sword/Shield),3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"Field, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,65,121,251,125,229,383,65,121,251,120,220,372,530,100,50,50,200,200,50,100,100,100,100,100,100,100,100,100,100,50,100
Skwovet,https://img.pokemondb.net/artwork/skwovet.jpg,0819,Normal,Cheeky Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),1. Cheek PouchGluttony (hidden ability),0024 (Sword/Shield)0029 (Scarlet/Violet)0009 (The Isle of Armor)0005 (The Crown Tundra),1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),55,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,55,103,229,55,103,229,35,67,185,35,67,185,25,49,163,275,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Greedent,https://img.pokemondb.net/artwork/greedent.jpg,0820,Normal,Greedy Pokémon,0.6 m (2′00″),6.0 kg (13.2 lbs),1. Cheek PouchGluttony (hidden ability),0025 (Sword/Shield)0030 (Scarlet/Violet)0010 (The Isle of Armor)0006 (The Crown Tundra),2 HP,"90 (11.8% with PokéBall, full HP)",50 (normal),161,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",120,350,444,95,175,317,95,175,317,55,103,229,75,139,273,20,40,152,460,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Rookidee,https://img.pokemondb.net/artwork/rookidee.jpg,0821,Flying,Tiny Bird Pokémon,0.2 m (0′08″),1.8 kg (4.0 lbs),1. Keen Eye2. UnnerveBig Pecks (hidden ability),0021 (Sword/Shield)0040 (Scarlet/Violet)0163 (The Crown Tundra),1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),49,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",38,186,280,47,89,212,35,67,185,33,63,181,35,67,185,57,107,234,245,100,100,100,200,50,200,50,100,0,100,100,50,200,100,100,100,100,100
Corvisquire,https://img.pokemondb.net/artwork/corvisquire.jpg,0822,Flying,Raven Pokémon,0.8 m (2′07″),16.0 kg (35.3 lbs),1. Keen Eye2. UnnerveBig Pecks (hidden ability),0022 (Sword/Shield)0041 (Scarlet/Violet)0164 (The Crown Tundra),2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",68,246,340,67,125,256,55,103,229,43,81,203,55,103,229,77,143,278,365,100,100,100,200,50,200,50,100,0,100,100,50,200,100,100,100,100,100
Corviknight,https://img.pokemondb.net/artwork/corviknight.jpg,0823,Flying Steel,Raven Pokémon,2.2 m (7′03″),75.0 kg (165.3 lbs),1. Pressure2. UnnerveMirror Armor (hidden ability),0023 (Sword/Shield)0042 (Scarlet/Violet)0165 (The Crown Tundra),3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),248,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",98,306,400,87,161,300,105,193,339,53,99,225,85,157,295,67,125,256,495,50,200,100,200,25,100,100,0,0,50,50,25,100,100,50,100,50,50
Blipbug,https://img.pokemondb.net/artwork/blipbug.jpg,0824,Bug,Larva Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),1. Swarm2. Compound EyesTelepathy (hidden ability),0010 (Sword/Shield)0014 (The Isle of Armor),1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),36,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",25,160,254,20,40,152,20,40,152,25,49,163,45,85,207,45,85,207,180,100,200,100,100,50,100,50,100,50,200,100,100,200,100,100,100,100,100
Dottler,https://img.pokemondb.net/artwork/dottler.jpg,0825,Bug Psychic,Radome Pokémon,0.4 m (1′04″),19.5 kg (43.0 lbs),1. Swarm2. Compound EyesTelepathy (hidden ability),0011 (Sword/Shield)0015 (The Isle of Armor),2 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),117,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,35,67,185,80,148,284,50,94,218,90,166,306,30,58,174,335,100,200,100,100,50,100,25,100,50,200,50,200,200,200,100,200,100,100
Orbeetle,https://img.pokemondb.net/artwork/orbeetle.jpg,0826,Bug Psychic,Seven Spot Pokémon,0.4 m (1′04″),40.8 kg (89.9 lbs),1. Swarm2. FriskTelepathy (hidden ability),0012 (Sword/Shield)0016 (The Isle of Armor),3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),253,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,45,85,207,110,202,350,80,148,284,120,220,372,90,166,306,505,100,200,100,100,50,100,25,100,50,200,50,200,200,200,100,200,100,100
Nickit,https://img.pokemondb.net/artwork/nickit.jpg,0827,Dark,Fox Pokémon,0.6 m (2′00″),8.9 kg (19.6 lbs),1. Run Away2. UnburdenStakeout (hidden ability),0029 (Sword/Shield),1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),49,Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,28,54,170,28,54,170,47,89,212,52,98,223,50,94,218,245,100,100,100,100,100,100,200,100,100,100,0,200,100,50,100,50,100,200
Thievul,https://img.pokemondb.net/artwork/thievul.jpg,0828,Dark,Fox Pokémon,1.2 m (3′11″),19.9 kg (43.9 lbs),1. Run Away2. UnburdenStakeout (hidden ability),0030 (Sword/Shield),2 Sp. Def,"127 (16.6% with PokéBall, full HP)",50 (normal),159,Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,58,108,236,58,108,236,87,161,300,92,170,311,90,166,306,455,100,100,100,100,100,100,200,100,100,100,0,200,100,50,100,50,100,200
Gossifleur,https://img.pokemondb.net/artwork/gossifleur.jpg,0829,Grass,Flowering Pokémon,0.4 m (1′04″),2.2 kg (4.9 lbs),1. Cotton Down2. RegeneratorEffect Spore (hidden ability),0126 (Sword/Shield)0166 (The Crown Tundra),1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),50,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,60,112,240,40,76,196,60,112,240,10,22,130,250,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Eldegoss,https://img.pokemondb.net/artwork/eldegoss.jpg,0830,Grass,Cotton Bloom Pokémon,0.5 m (1′08″),2.5 kg (5.5 lbs),1. Cotton Down2. RegeneratorEffect Spore (hidden ability),0127 (Sword/Shield)0167 (The Crown Tundra),2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),161,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,50,94,218,90,166,306,80,148,284,120,220,372,60,112,240,460,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Wooloo,https://img.pokemondb.net/artwork/wooloo.jpg,0831,Normal,Sheep Pokémon,0.6 m (2′00″),6.0 kg (13.2 lbs),1. Fluffy2. Run AwayBulletproof (hidden ability),0034 (Sword/Shield)0003 (The Crown Tundra),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),122,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",42,194,288,40,76,196,55,103,229,40,76,196,45,85,207,48,90,214,270,100,200,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Dubwool,https://img.pokemondb.net/artwork/dubwool.jpg,0832,Normal,Sheep Pokémon,1.3 m (4′03″),43.0 kg (94.8 lbs),1. Fluffy2. SteadfastBulletproof (hidden ability),0035 (Sword/Shield)0004 (The Crown Tundra),2 Defense,"127 (16.6% with PokéBall, full HP)",50 (normal),172,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",72,254,348,80,148,284,100,184,328,60,112,240,90,166,306,88,162,302,490,100,200,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Chewtle,https://img.pokemondb.net/artwork/chewtle.jpg,0833,Water,Snapping Pokémon,0.3 m (1′00″),8.5 kg (18.7 lbs),1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),0042 (Sword/Shield)0057 (Scarlet/Violet)0056 (The Isle of Armor),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),57,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,64,119,249,50,94,218,38,72,192,38,72,192,44,83,205,284,100,50,50,200,200,50,100,100,100,100,100,100,100,100,100,100,50,100
Drednaw,https://img.pokemondb.net/artwork/drednaw.jpg,0834,Water Rock,Bite Pokémon,1.0 m (3′03″),115.5 kg (254.6 lbs),1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),0043 (Sword/Shield)0058 (Scarlet/Violet)0057 (The Isle of Armor),2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Monster, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,115,211,361,90,166,306,48,90,214,68,126,258,74,137,271,485,50,25,100,200,400,50,200,50,200,50,100,100,100,100,100,100,100,100
Yamper,https://img.pokemondb.net/artwork/yamper.jpg,0835,Electric,Puppy Pokémon,0.3 m (1′00″),13.5 kg (29.8 lbs),1. Ball FetchRattled (hidden ability),0046 (Sword/Shield)0155 (The Crown Tundra),1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),54,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",59,228,322,45,85,207,50,94,218,40,76,196,50,94,218,26,51,166,270,100,100,100,50,100,100,100,100,200,50,100,100,100,100,100,100,50,100
Boltund,https://img.pokemondb.net/artwork/boltund.jpg,0836,Electric,Dog Pokémon,1.0 m (3′03″),34.0 kg (75.0 lbs),1. Strong JawCompetitive (hidden ability),0047 (Sword/Shield)0156 (The Crown Tundra),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",69,248,342,90,166,306,60,112,240,90,166,306,60,112,240,121,222,375,490,100,100,100,50,100,100,100,100,200,50,100,100,100,100,100,100,50,100
Rolycoly,https://img.pokemondb.net/artwork/rolycoly.jpg,0837,Rock,Coal Pokémon,0.3 m (1′00″),12.0 kg (26.5 lbs),1. Steam Engine2. HeatproofFlash Fire (hidden ability),0161 (Sword/Shield)0091 (Scarlet/Violet)0176 (The Crown Tundra),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),48,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",30,170,264,40,76,196,50,94,218,40,76,196,50,94,218,30,58,174,240,50,50,200,100,200,100,200,50,200,50,100,100,100,100,100,100,200,100
Carkol,https://img.pokemondb.net/artwork/carkol.jpg,0838,Rock Fire,Coal Pokémon,1.1 m (3′07″),78.0 kg (172.0 lbs),1. Steam Engine2. Flame BodyFlash Fire (hidden ability),0162 (Sword/Shield)0092 (Scarlet/Violet)0177 (The Crown Tundra),2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),144,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,60,112,240,90,166,306,60,112,240,70,130,262,50,94,218,410,50,25,400,100,100,50,200,50,400,50,100,50,200,100,100,100,100,50
Coalossal,https://img.pokemondb.net/artwork/coalossal.jpg,0839,Rock Fire,Coal Pokémon,2.8 m (9′02″),310.5 kg (684.5 lbs),1. Steam Engine2. Flame BodyFlash Fire (hidden ability),0163 (Sword/Shield)0093 (Scarlet/Violet)0178 (The Crown Tundra),3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Slow,Mineral,"50% male, 50% female","15 (3,599–3,855 steps)",110,330,424,80,148,284,120,220,372,80,148,284,90,166,306,30,58,174,510,50,25,400,100,100,50,200,50,400,50,100,50,200,100,100,100,100,50
Applin,https://img.pokemondb.net/artwork/applin.jpg,0840,Grass Dragon,Apple Core Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),1. Ripen2. GluttonyBulletproof (hidden ability),0205 (Sword/Shield)0108 (Scarlet/Violet)0019 (The Isle of Armor),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Erratic,"Dragon, Grass","50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,80,148,284,40,76,196,40,76,196,20,40,152,260,100,100,25,25,25,400,100,200,50,200,100,200,100,100,200,100,100,200
Flapple,https://img.pokemondb.net/artwork/flapple.jpg,0841,Grass Dragon,Apple Wing Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),1. Ripen2. GluttonyHustle (hidden ability),0206 (Sword/Shield)0109 (Scarlet/Violet)0020 (The Isle of Armor),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),170,Erratic,"Dragon, Grass","50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,110,202,350,80,148,284,95,175,317,60,112,240,70,130,262,485,100,100,25,25,25,400,100,200,50,200,100,200,100,100,200,100,100,200
Appletun,https://img.pokemondb.net/artwork/appletun.jpg,0842,Grass Dragon,Apple Nectar Pokémon,0.4 m (1′04″),13.0 kg (28.7 lbs),1. Ripen2. GluttonyThick Fat (hidden ability),0207 (Sword/Shield)0110 (Scarlet/Violet)0021 (The Isle of Armor),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),170,Erratic,"Dragon, Grass","50% male, 50% female","20 (4,884–5,140 steps)",110,330,424,85,157,295,80,148,284,100,184,328,80,148,284,30,58,174,485,100,100,25,25,25,400,100,200,50,200,100,200,100,100,200,100,100,200
